Main_Category_ID,Subcategory_ID,Main_Title,Sub_Title,SUB_URL,Main_URL,Final_URL,,,
274,188,Lifestyle,Gaming,/courses/lifestyle/gaming/,https://www.udemy.com,https://www.udemy.com/courses/lifestyle/gaming/,"""",",","""https://www.udemy.com/courses/lifestyle/gaming/"","
274,190,Lifestyle,Home Improvement & Gardening,/courses/lifestyle/home-improvement/,https://www.udemy.com,https://www.udemy.com/courses/lifestyle/home-improvement/,"""",",","""https://www.udemy.com/courses/lifestyle/home-improvement/"","
274,192,Lifestyle,Pet Care & Training,/courses/lifestyle/pet-care-and-training/,https://www.udemy.com,https://www.udemy.com/courses/lifestyle/pet-care-and-training/,"""",",","""https://www.udemy.com/courses/lifestyle/pet-care-and-training/"","
274,186,Lifestyle,Travel,/courses/lifestyle/travel/,https://www.udemy.com,https://www.udemy.com/courses/lifestyle/travel/,"""",",","""https://www.udemy.com/courses/lifestyle/travel/"","
274,194,Lifestyle,Other Lifestyle,/courses/lifestyle/other-lifestyle/,https://www.udemy.com,https://www.udemy.com/courses/lifestyle/other-lifestyle/,"""",",","""https://www.udemy.com/courses/lifestyle/other-lifestyle/"","
273,370,Photography & Video,Digital Photography,/courses/photography-and-video/digital-photography/,https://www.udemy.com,https://www.udemy.com/courses/photography-and-video/digital-photography/,"""",",","""https://www.udemy.com/courses/photography-and-video/digital-photography/"","
273,196,Photography & Video,Photography,/courses/photography-and-video/photography-fundamentals/,https://www.udemy.com,https://www.udemy.com/courses/photography-and-video/photography-fundamentals/,"""",",","""https://www.udemy.com/courses/photography-and-video/photography-fundamentals/"","
273,204,Photography & Video,Portrait Photography,/courses/photography-and-video/portraits/,https://www.udemy.com,https://www.udemy.com/courses/photography-and-video/portraits/,"""",",","""https://www.udemy.com/courses/photography-and-video/portraits/"","
273,198,Photography & Video,Photography Tools,/courses/photography-and-video/photography-tools/,https://www.udemy.com,https://www.udemy.com/courses/photography-and-video/photography-tools/,"""",",","""https://www.udemy.com/courses/photography-and-video/photography-tools/"","
273,208,Photography & Video,Commercial Photography,/courses/photography-and-video/commercial-photography/,https://www.udemy.com,https://www.udemy.com/courses/photography-and-video/commercial-photography/,"""",",","""https://www.udemy.com/courses/photography-and-video/commercial-photography/"","
273,218,Photography & Video,Video Design,/courses/photography-and-video/video-design/,https://www.udemy.com,https://www.udemy.com/courses/photography-and-video/video-design/,"""",",","""https://www.udemy.com/courses/photography-and-video/video-design/"","
273,220,Photography & Video,Other Photography & Video,/courses/photography-and-video/other-photography-and-video/,https://www.udemy.com,https://www.udemy.com/courses/photography-and-video/other-photography-and-video/,"""",",","""https://www.udemy.com/courses/photography-and-video/other-photography-and-video/"","
276,222,Health & Fitness,Fitness,/courses/health-and-fitness/fitness/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/fitness/,"""",",","""https://www.udemy.com/courses/health-and-fitness/fitness/"","
276,224,Health & Fitness,General Health,/courses/health-and-fitness/general-health/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/general-health/,"""",",","""https://www.udemy.com/courses/health-and-fitness/general-health/"","
276,226,Health & Fitness,Sports,/courses/health-and-fitness/sports/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/sports/,"""",",","""https://www.udemy.com/courses/health-and-fitness/sports/"","
276,228,Health & Fitness,Nutrition & Diet,/courses/health-and-fitness/nutrition/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/nutrition/,"""",",","""https://www.udemy.com/courses/health-and-fitness/nutrition/"","
276,230,Health & Fitness,Yoga,/courses/health-and-fitness/yoga/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/yoga/,"""",",","""https://www.udemy.com/courses/health-and-fitness/yoga/"","
276,232,Health & Fitness,Mental Health,/courses/health-and-fitness/mental-health/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/mental-health/,"""",",","""https://www.udemy.com/courses/health-and-fitness/mental-health/"","
276,236,Health & Fitness,Martial Arts & Self Defense,/courses/health-and-fitness/self-defense/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/self-defense/,"""",",","""https://www.udemy.com/courses/health-and-fitness/self-defense/"","
276,238,Health & Fitness,Safety & First Aid,/courses/health-and-fitness/safety-and-first-aid/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/safety-and-first-aid/,"""",",","""https://www.udemy.com/courses/health-and-fitness/safety-and-first-aid/"","
276,240,Health & Fitness,Dance,/courses/health-and-fitness/dance/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/dance/,"""",",","""https://www.udemy.com/courses/health-and-fitness/dance/"","
276,242,Health & Fitness,Meditation,/courses/health-and-fitness/meditation/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/meditation/,"""",",","""https://www.udemy.com/courses/health-and-fitness/meditation/"","
276,244,Health & Fitness,Other Health & Fitness,/courses/health-and-fitness/other-health-and-fitness/,https://www.udemy.com,https://www.udemy.com/courses/health-and-fitness/other-health-and-fitness/,"""",",","""https://www.udemy.com/courses/health-and-fitness/other-health-and-fitness/"","
278,296,Music,Instruments,/courses/music/instruments/,https://www.udemy.com,https://www.udemy.com/courses/music/instruments/,"""",",","""https://www.udemy.com/courses/music/instruments/"","
278,298,Music,Music Production,/courses/music/production/,https://www.udemy.com,https://www.udemy.com/courses/music/production/,"""",",","""https://www.udemy.com/courses/music/production/"","
